,Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,Date,Site
0,0,20:48:51,100078.1,5801.815,-7726.36,1,9662.18,-53.09668,3.372973E-009,5.998423E-006,7,2024-04-01,E01
1,1,20:48:51,79453.13,6119.737,-9334.17,1,11161.45,-56.75006,3.461267E-009,6.907001E-006,7,2024-04-01,E01
2,2,20:48:51,63140.62,6668.567,-11295.5,1,13117.09,-59.44352,-1.203286E-010,4.990499E-006,6,2024-04-01,E01
3,3,20:48:51,50203.12,7182.266,-13780.2,1,15539.59,-62.47139,-8.454659E-011,5.107722E-007,6,2024-04-01,E01
4,4,20:48:51,39890.62,7851.447,-16848.13,1,18587.76,-65.01387,-4.739706E-010,-7.321869E-007,6,2024-04-01,E01
5,5,20:48:51,31640.63,8716.38,-20623.48,1,22389.8,-67.08897,-6.892176E-011,6.693554E-006,6,2024-04-01,E01
6,6,20:48:51,25171.88,9812.9,-25195.82,1,27039.27,-68.7208,-2.605109E-010,2.402987E-006,6,2024-04-01,E01
7,7,20:48:51,20015.62,11184.62,-30761.28,1,32731.52,-70.01904,9.059997E-011,4.238159E-006,6,2024-04-01,E01
8,8,20:48:51,15890.62,12940.69,-37536.21,1,39704.27,-70.97826,-3.351874E-012,1.079984E-005,6,2024-04-01,E01
9,9,20:48:51,12609.38,15096.45,-45782.66,1,48207.42,-71.75047,3.398037E-011,6.161572E-006,6,2024-04-01,E01
10,10,20:48:51,10078.13,17749.4,-55425.7,1,58198.36,-72.24298,-3.179468E-011,6.866241E-006,6,2024-04-01,E01
11,11,20:48:51,8015.625,20960.21,-67106.27,1,70303.49,-72.65414,-1.667035E-010,4.324063E-006,6,2024-04-01,E01
12,12,20:48:51,6328.125,26053.32,-81748.41,1,85799.63,-72.32285,-5.162903E-011,-3.215355E-006,5,2024-04-01,E01
13,13,20:48:51,5015.625,30911.52,-99328.5,1,104027.3,-72.71361,-4.386697E-011,1.738546E-006,5,2024-04-01,E01
14,14,20:48:51,3984.375,36654.14,-120476.2,1,125928.7,-73.07794,-3.816414E-011,8.831048E-007,5,2024-04-01,E01
15,15,20:48:51,3170.956,43848.68,-145839.5,1,152288.8,-73.26586,-6.719586E-011,7.947547E-007,5,2024-04-01,E01
16,16,20:48:51,2527.573,52011.57,-176221,1,183736.3,-73.55605,-6.005457E-011,-4.382562E-006,5,2024-04-01,E01
17,17,20:48:51,1976.103,63333.75,-216373.6,1,225452.2,-73.68496,-6.846023E-011,1.744702E-007,5,2024-04-01,E01
18,18,20:48:51,1577.524,75115.64,-261480.1,1,272055.5,-73.97218,-6.417904E-011,2.443208E-006,5,2024-04-01,E01
19,19,20:48:51,1265.625,89908.03,-314190.1,1,326800.9,-74.0311,-2.047992E-011,-1.262291E-006,5,2024-04-01,E01
20,20,20:48:51,998.264,108074.4,-383519.2,1,398455.8,-74.26234,-6.768762E-011,1.291438E-006,5,2024-04-01,E01
21,21,20:48:51,796.875,131217.1,-463292.6,1,481516.3,-74.18643,-1.105338E-011,-5.303073E-007,5,2024-04-01,E01
22,22,20:48:51,627.7902,164790,-563837.6,1,587425.4,-73.70821,2.034665E-011,6.511291E-006,4,2024-04-01,E01
23,23,20:48:51,505.5147,195556.7,-676272.4,1,703979.2,-73.8718,-4.716436E-013,1.491651E-006,4,2024-04-01,E01
24,24,20:48:51,397.9953,237036.5,-826579.1,1,859894.9,-73.99879,-2.539774E-013,-1.377332E-006,4,2024-04-01,E01
25,25,20:48:51,315.5048,286711.1,-1004339,1,1044462,-74.06742,-6.229529E-013,-3.057488E-006,4,2024-04-01,E01
26,26,20:48:51,252.4038,345376.3,-1211072,1,1259357,-74.08279,1.002309E-012,3.239467E-006,4,2024-04-01,E01
27,27,20:48:51,198.6229,423463.8,-1479918,1,1539311,-74.03206,1.017925E-012,4.537382E-006,4,2024-04-01,E01
28,28,20:48:51,158.3615,514808,-1788008,1,1860645,-73.93769,2.463481E-012,7.791605E-007,4,2024-04-01,E01
29,29,20:48:51,125.558,631169.7,-2168594,1,2258578,-73.77235,4.042391E-013,3.260284E-006,4,2024-04-01,E01
30,30,20:48:51,100.4464,770308.3,-2609334,1,2720661,-73.55273,1.340619E-012,4.865396E-006,4,2024-04-01,E01
31,31,20:48:51,79.00281,958105,-3182303,1,3323404,-73.24437,2.535173E-012,6.094982E-006,4,2024-04-01,E01
32,32,20:48:51,63.3446,1174878,-3814448,1,3991285,-72.88078,3.905437E-012,7.377659E-006,4,2024-04-01,E01
33,33,20:48:51,49.86702,1508116,-4610637,1,4851019,-71.88734,-7.734841E-013,0.0001046,3,2024-04-01,E01
34,34,20:48:51,39.72458,1856921,-5527572,1,5831141,-71.43085,-7.614534E-013,0.0000976,3,2024-04-01,E01
35,35,20:48:51,31.6723,2279971,-6597838,1,6980669,-70.93673,-1.155557E-012,0.0001002,3,2024-04-01,E01
36,36,20:48:51,24.93351,2812832,-7922460,1,8406985,-70.45284,-7.305285E-013,0.0000996,3,2024-04-01,E01
37,37,20:48:51,19.86229,3391879,-9401753,1,9.994889E+006,-70.16203,-5.73626E-012,0.0001589,3,2024-04-01,E01
38,38,20:48:51,15.83615,4042263,-1.112993E+007,1,1.184125E+007,-70.03956,-4.091401E-012,0.0001557,3,2024-04-01,E01
39,39,20:48:51,12.40079,4826990,-1.338382E+007,1,1.422767E+007,-70.16773,-3.497606E-012,0.0001578,3,2024-04-01,E01
40,40,20:48:51,9.93114,5612284,-1.585029E+007,1,1.681456E+007,-70.50192,-2.353745E-012,0.0001562,3,2024-04-01,E01
41,41,20:48:51,7.944915,6468063,-1.886962E+007,1,1.994739E+007,-71.07948,-2.087149E-012,0.0001551,3,2024-04-01,E01
42,42,20:48:51,6.317385,7458401,-2.268099E+007,1,2.387583E+007,-71.7971,-1.578317E-012,0.0001553,3,2024-04-01,E01
43,43,20:48:51,5.008013,8635038,-2.745853E+007,1,2.878428E+007,-72.54292,-1.492073E-012,0.0001551,3,2024-04-01,E01
44,44,20:48:51,3.945707,1.006338E+007,-3.351841E+007,1,3.49965E+007,-73.28844,-1.338444E-012,0.0001564,3,2024-04-01,E01
45,45,20:48:51,3.158693,1.190618E+007,-4.052856E+007,1,4.224123E+007,-73.62866,-3.61909E-012,4.009049E-005,2,2024-04-01,E01
46,46,20:48:51,2.504006,1.396875E+007,-4.944139E+007,1,5.137681E+007,-74.22334,-3.541623E-012,4.519805E-005,2,2024-04-01,E01
47,47,20:48:51,1.998082,1.639437E+007,-6.004218E+007,1,6.224017E+007,-74.72781,-3.438227E-012,4.260872E-005,2,2024-04-01,E01
48,48,20:48:51,1.584686,1.946721E+007,-7.33741E+007,1,7.591265E+007,-75.14094,-3.33485E-012,4.795439E-005,2,2024-04-01,E01
49,49,20:48:51,1.266892,2.315567E+007,-8.909986E+007,1,9.20596E+007,-75.43198,-3.246597E-012,3.931381E-005,2,2024-04-01,E01
50,50,20:48:51,0.999041,2.804919E+007,-1.095323E+008,1,1.130667E+008,-75.63628,-3.171092E-012,3.716849E-005,2,2024-04-01,E01
51,51,20:48:51,0.7923428,3.404532E+007,-1.339241E+008,1,1.381837E+008,-75.73676,-3.095753E-012,4.011228E-005,2,2024-04-01,E01
52,52,20:48:51,0.6334459,4.138692E+007,-1.626748E+008,1,1.67857E+008,-75.72592,-2.98905E-012,3.979794E-005,2,2024-04-01,E01
53,53,20:48:51,0.5040323,5.082376E+007,-1.982562E+008,1,2.04667E+008,-75.62164,-2.939744E-012,4.268283E-005,2,2024-04-01,E01
54,54,20:48:51,0.400641,6.275384E+007,-2.415807E+008,1,2.495982E+008,-75.43848,-2.835665E-012,4.35882E-005,2,2024-04-01,E01
55,55,20:48:51,0.316723,7.834587E+007,-2.956493E+008,1,3.058539E+008,-75.15799,-2.757162E-012,4.339242E-005,2,2024-04-01,E01
56,56,20:48:51,0.2520161,9.719163E+007,-3.593108E+008,1,3.722236E+008,-74.86401,-2.697698E-012,4.025964E-005,2,2024-04-01,E01
57,57,20:48:51,0.2003205,1.210789E+008,-4.367278E+008,1,4.532012E+008,-74.50444,-2.618846E-012,3.96169E-005,2,2024-04-01,E01
58,58,20:48:51,0.1588983,1.515939E+008,-5.318495E+008,1,5.530322E+008,-74.09078,-2.631821E-012,0.0001108,1,2024-04-01,E01
59,59,20:48:51,0.1260081,1.894688E+008,-6.473317E+008,1,6.7449E+008,-73.68567,-2.581156E-012,0.0001126,1,2024-04-01,E01
60,60,20:48:51,0.1001603,2.365137E+008,-7.85436E+008,1,8.202733E+008,-73.24168,-2.578587E-012,0.0001072,1,2024-04-01,E01
61,0,20:43:44,100078.1,6119.982,-8599.315,1,10554.73,-54.56121,2.325484E-009,5.674941E-006,7,2024-04-01,E02
62,1,20:43:44,79453.13,6361.266,-10436.79,1,12222.61,-58.63752,2.866499E-009,4.177322E-006,7,2024-04-01,E02
63,2,20:43:44,63140.62,6777.5,-12722.89,1,14415.5,-61.95572,-1.279901E-010,9.071657E-006,6,2024-04-01,E02
64,3,20:43:44,50203.12,7146.81,-15653.46,1,17207.78,-65.46026,-2.365996E-010,6.357659E-006,6,2024-04-01,E02
65,4,20:43:44,39890.62,7634.943,-19313.02,1,20767.41,-68.42982,-1.787798E-010,1.05264E-005,6,2024-04-01,E02
66,5,20:43:44,31640.63,8296.838,-23930.17,1,25327.66,-70.87804,-2.65044E-010,8.39046E-006,6,2024-04-01,E02
67,6,20:43:44,25171.88,9171.639,-29553.09,1,30943.56,-72.75856,-8.342171E-011,9.622458E-006,6,2024-04-01,E02
68,7,20:43:44,20015.62,10302.96,-36517.34,1,37942.95,-74.24418,7.978507E-012,7.39747E-006,6,2024-04-01,E02
69,8,20:43:44,15890.62,11805.47,-45128.28,1,46646.87,-75.34005,-1.704686E-010,-2.414206E-006,6,2024-04-01,E02
70,9,20:43:44,12609.38,13868.44,-55741.17,1,57440.5,-76.02845,-2.50338E-010,9.655269E-007,6,2024-04-01,E02
71,10,20:43:44,10078.13,16446,-68282,1,70234.63,-76.458,-6.667455E-011,5.04357E-006,6,2024-04-01,E02
72,11,20:43:44,8015.625,20067.86,-83654.91,1,86028.27,-76.5103,-2.957974E-010,7.686067E-007,6,2024-04-01,E02
73,12,20:43:44,6328.125,25826.63,-103051.5,1,106238.5,-75.9304,-3.869516E-011,6.611735E-007,5,2024-04-01,E02
74,13,20:43:44,5015.625,31876.84,-126424.9,1,130381.7,-75.84838,-2.596018E-011,7.519702E-008,5,2024-04-01,E02
75,14,20:43:44,3984.375,39690.89,-154277.3,1,159301.2,-75.57241,2.679174E-011,4.243193E-006,5,2024-04-01,E02
76,15,20:43:44,3170.956,49349.41,-187407.4,1,193796,-75.24738,-2.669429E-011,6.955233E-007,5,2024-04-01,E02
77,16,20:43:44,2527.573,61414.22,-226801.1,1,234969.1,-74.84854,-3.291195E-011,-4.388021E-006,5,2024-04-01,E02
78,17,20:43:44,1976.103,77935.59,-278510.8,1,289209.6,-74.3668,-6.835099E-011,-5.529491E-006,5,2024-04-01,E02
79,18,20:43:44,1577.524,97883.6,-335737.2,1,349715.1,-73.74605,-3.063513E-011,-3.046604E-006,5,2024-04-01,E02
80,19,20:43:44,1265.625,121423.6,-402389.3,1,420310.4,-73.20847,-5.579244E-011,-3.245899E-006,5,2024-04-01,E02
81,20,20:43:44,998.264,154002.4,-486977.9,1,510748.7,-72.45091,-1.281737E-011,-2.098372E-006,5,2024-04-01,E02
82,21,20:43:44,796.875,192724,-584152.6,1,615123.4,-71.7412,-6.66088E-012,4.447837E-006,5,2024-04-01,E02
83,22,20:43:44,627.7902,252095.8,-702481.8,1,746346.4,-70.25874,2.970445E-011,5.928021E-006,4,2024-04-01,E02
84,23,20:43:44,505.5147,311867.8,-830110.9,1,886761.3,-69.4091,1.826689E-011,-4.770882E-006,4,2024-04-01,E02
85,24,20:43:44,397.9953,395004.9,-993045,1,1068722,-68.30875,1.802113E-011,-6.891132E-006,4,2024-04-01,E02
86,25,20:43:44,315.5048,495201.9,-1174240,1,1274388,-67.13381,1.861868E-011,-8.116163E-006,4,2024-04-01,E02
87,26,20:43:44,252.4038,610544.3,-1370680,1,1500509,-65.9903,1.931764E-011,-1.996967E-006,4,2024-04-01,E02
88,27,20:43:44,198.6229,753988.8,-1608005,1,1776001,-64.87826,1.873746E-011,-4.474328E-006,4,2024-04-01,E02
89,28,20:43:44,158.3615,905775.1,-1861950,1,2070576,-64.05866,1.967849E-011,-1.204229E-006,4,2024-04-01,E02
90,29,20:43:44,125.558,1074270,-2161202,1,2413472,-63.56939,1.837027E-011,-3.256879E-006,4,2024-04-01,E02
91,30,20:43:44,100.4464,1246380,-2500627,1,2794029,-63.50709,1.973797E-011,-4.306974E-006,4,2024-04-01,E02
92,31,20:43:44,79.00281,1442057,-2938404,1,3273186,-63.85996,2.042919E-011,-3.239991E-006,4,2024-04-01,E02
93,32,20:43:44,63.3446,1637980,-3427938,1,3799176,-64.46001,2.117333E-011,-6.066271E-006,4,2024-04-01,E02
94,33,20:43:44,49.86702,1897506,-4067265,1,4488115,-64.98948,1.821546E-011,8.948119E-005,3,2024-04-01,E02
95,34,20:43:44,39.72458,2145256,-4830069,1,5285044,-66.05179,1.818363E-011,8.345911E-005,3,2024-04-01,E02
96,35,20:43:44,31.6723,2427934,-5759506,1,6250342,-67.14202,1.793125E-011,8.842107E-005,3,2024-04-01,E02
97,36,20:43:44,24.93351,2778564,-6961008,1,7495069,-68.24004,1.828399E-011,9.024112E-005,3,2024-04-01,E02
98,37,20:43:44,19.86229,3163738,-8362537,1,8940988,-69.27723,1.343903E-011,0.0001427,3,2024-04-01,E02
99,38,20:43:44,15.83615,3628240,-1.005124E+007,1,1.068605E+007,-70.15173,1.434773E-011,0.0001462,3,2024-04-01,E02
100,39,20:43:44,12.40079,4240034,-1.229183E+007,1,1.300258E+007,-70.96826,1.507834E-011,0.0001489,3,2024-04-01,E02
101,40,20:43:44,9.93114,4913378,-1.475967E+007,1,1.5556E+007,-71.58781,1.617907E-011,0.0001484,3,2024-04-01,E02
102,41,20:43:44,7.944915,5716784,-1.775984E+007,1,1.865726E+007,-72.15694,1.6438E-011,0.0001492,3,2024-04-01,E02
103,42,20:43:44,6.317385,6718994,-2.148788E+007,1,2.251386E+007,-72.63618,1.710446E-011,0.0001481,3,2024-04-01,E02
104,43,20:43:44,5.008013,7953315,-2.609536E+007,1,2.728045E+007,-73.04988,1.720831E-011,0.0001484,3,2024-04-01,E02
105,44,20:43:44,3.945707,9.501166E+006,-3.186901E+007,1,3.325516E+007,-73.399,1.729149E-011,0.0001496,3,2024-04-01,E02
106,45,20:43:44,3.158693,1.126688E+007,-3.840744E+007,1,4.002592E+007,-73.65087,1.745985E-011,0.0001455,3,2024-04-01,E02
107,46,20:43:44,2.504006,1.374643E+007,-4.69954E+007,1,4.89646E+007,-73.6955,1.497054E-011,2.215401E-005,2,2024-04-01,E02
108,47,20:43:44,1.998082,1.64375E+007,-5.682411E+007,1,5.915379E+007,-73.86644,1.505106E-011,2.758037E-005,2,2024-04-01,E02
109,48,20:43:44,1.584686,1.985692E+007,-6.905802E+007,1,7.185616E+007,-73.95795,1.509701E-011,1.685625E-005,2,2024-04-01,E02
110,49,20:43:44,1.266892,2.394733E+007,-8.33672E+007,1,8.673848E+007,-73.97323,1.513794E-011,2.216156E-005,2,2024-04-01,E02
111,50,20:43:44,0.999041,2.938438E+007,-1.017675E+008,1,1.059248E+008,-73.89443,1.513286E-011,2.420336E-005,2,2024-04-01,E02
112,51,20:43:44,0.7923428,3.601648E+007,-1.235236E+008,1,1.286673E+008,-73.7446,1.515441E-011,2.601551E-005,2,2024-04-01,E02
113,52,20:43:44,0.6334459,4.398537E+007,-1.488557E+008,1,1.552183E+008,-73.53812,1.516093E-011,2.131319E-005,2,2024-04-01,E02
114,53,20:43:44,0.5040323,5.425357E+007,-1.799049E+008,1,1.879075E+008,-73.21836,1.516813E-011,2.431253E-005,2,2024-04-01,E02
115,54,20:43:44,0.400641,6.712389E+007,-2.174331E+008,1,2.275583E+008,-72.84399,1.516799E-011,2.790614E-005,2,2024-04-01,E02
116,55,20:43:44,0.316723,8.376499E+007,-2.636289E+008,1,2.766166E+008,-72.37296,1.513989E-011,3.044029E-005,2,2024-04-01,E02
117,56,20:43:44,0.2520161,1.041795E+008,-3.175741E+008,1,3.342255E+008,-71.83804,1.510903E-011,3.076143E-005,2,2024-04-01,E02
118,57,20:43:44,0.2003205,1.299584E+008,-3.819203E+008,1,4.034257E+008,-71.20779,1.50331E-011,2.914842E-005,2,2024-04-01,E02
119,58,20:43:44,0.1588983,1.625167E+008,-4.591894E+008,1,4.871002E+008,-70.51006,1.495523E-011,2.72112E-005,2,2024-04-01,E02
120,59,20:43:44,0.1260081,2.032532E+008,-5.507056E+008,1,5.870166E+008,-69.74202,1.486509E-011,3.139137E-005,2,2024-04-01,E02
121,60,20:43:44,0.1001603,2.615051E+008,-6.98956E+008,1,7.462737E+008,-69.48733,1.375954E-011,1.856418E-005,1,2024-04-01,E02
122,0,20:38:32,100078.1,5368.021,-7500.728,1,9223.695,-54.40996,3.560497E-009,-3.066525E-006,7,2024-04-01,E03
123,1,20:38:32,79453.13,5556.411,-9089.729,1,10653.49,-58.5632,3.504242E-009,-1.608678E-006,7,2024-04-01,E03
124,2,20:38:32,63140.62,5889.857,-11060.27,1,12530.76,-61.96363,-1.808065E-010,-7.807183E-006,6,2024-04-01,E03
125,3,20:38:32,50203.12,6174.935,-13602.13,1,14938.13,-65.58346,-3.050431E-010,-7.336079E-006,6,2024-04-01,E03
126,4,20:38:32,39890.62,6532.545,-16781.91,1,18008.52,-68.73097,-3.137951E-010,-4.92204E-006,6,2024-04-01,E03
127,5,20:38:32,31640.63,6985.411,-20804.07,1,21945.5,-71.43942,-2.100331E-010,-4.091591E-006,6,2024-04-01,E03
128,6,20:38:32,25171.88,7570.07,-25737.93,1,26828.1,-73.61027,-2.692624E-010,-5.887618E-006,6,2024-04-01,E03
129,7,20:38:32,20015.62,8369.982,-31904.54,1,32984.18,-75.30003,-2.048126E-010,-1.11806E-005,6,2024-04-01,E03
130,8,20:38:32,15890.62,9393.651,-39545.65,1,40646.02,-76.63764,-1.335878E-010,-7.106366E-006,6,2024-04-01,E03
131,9,20:38:32,12609.38,10684.47,-49046.09,1,50196.39,-77.71038,-2.75812E-010,-9.76734E-006,6,2024-04-01,E03
132,10,20:38:32,10078.13,12385.05,-60426.69,1,61682.85,-78.41708,-6.489376E-011,-9.240801E-006,6,2024-04-01,E03
133,11,20:38:32,8015.625,14502.12,-74699.84,1,76094.53,-79.01335,-2.134048E-011,-1.040643E-005,6,2024-04-01,E03
134,12,20:38:32,6328.125,18370.91,-92792.75,1,94593.79,-78.80151,-7.780512E-011,-1.487081E-005,5,2024-04-01,E03
135,13,20:38:32,5015.625,22094.1,-114798.5,1,116905.3,-79.10607,-4.58365E-011,-6.891169E-006,5,2024-04-01,E03
136,14,20:38:32,3984.375,26779.36,-141549.6,1,144060.5,-79.28699,-2.802313E-011,-1.109275E-005,5,2024-04-01,E03
137,15,20:38:32,3170.956,32921.91,-174242.4,1,177325.3,-79.30048,-5.069523E-011,-1.20185E-005,5,2024-04-01,E03
138,16,20:38:32,2527.573,40364.76,-213895.4,1,217670.8,-79.31324,-4.903755E-011,-9.278672E-006,5,2024-04-01,E03
139,17,20:38:32,1976.103,51186.13,-266129.9,1,271007.7,-79.11295,-4.864721E-011,-5.496622E-006,5,2024-04-01,E03
140,18,20:38:32,1577.524,63426.48,-325470,1,331592.6,-78.9726,-6.896148E-011,-8.544324E-006,5,2024-04-01,E03
141,19,20:38:32,1265.625,78174.35,-395684.1,1,403332.6,-78.82413,-8.033865E-011,-1.044822E-005,5,2024-04-01,E03
142,20,20:38:32,998.264,98483.5,-487959.3,1,497798.5,-78.58943,2.995493E-012,-7.728526E-006,5,2024-04-01,E03
143,21,20:38:32,796.875,122099.3,-594602.6,1,607009.4,-78.39585,-4.936841E-011,-7.72324E-006,5,2024-04-01,E03
144,22,20:38:32,627.7902,162441.5,-732046.8,1,749853.2,-77.48876,8.101325E-012,-4.814185E-006,4,2024-04-01,E03
145,23,20:38:32,505.5147,199289.8,-883875,1,906063.7,-77.29383,-9.525505E-013,-1.302554E-005,4,2024-04-01,E03
146,24,20:38:32,397.9953,250231.5,-1087107,1,1115534,-77.03738,-9.602874E-013,-9.241085E-006,4,2024-04-01,E03
147,25,20:38:32,315.5048,312736.9,-1327839,1,1364170,-76.74704,-1.507024E-012,-7.891129E-006,4,2024-04-01,E03
148,26,20:38:32,252.4038,387783.9,-1607591,1,1653701,-76.43816,-2.222597E-013,-6.304694E-006,4,2024-04-01,E03
149,27,20:38:32,198.6229,489399.6,-1971460,1,2031297,-76.05859,-3.256995E-013,-7.369948E-006,4,2024-04-01,E03
150,28,20:38:32,158.3615,609496.5,-2388373,1,2464916,-75.68405,6.642568E-013,-4.984453E-006,4,2024-04-01,E03
151,29,20:38:32,125.558,764329.8,-2903988,1,3002890,-75.25418,2.670919E-013,-1.068391E-005,4,2024-04-01,E03
152,30,20:38:32,100.4464,949316.4,-3499096,1,3625586,-74.82085,1.038061E-012,-5.557988E-006,4,2024-04-01,E03
153,31,20:38:32,79.00281,1198513,-4269577,1,4434605,-74.32004,2.09764E-012,-7.893206E-006,4,2024-04-01,E03
154,32,20:38:32,63.3446,1531429,-5104972,1,5329729,-73.3014,-1.599419E-012,8.710318E-005,3,2024-04-01,E03
155,33,20:38:32,49.86702,1909878,-6205276,1,6492541,-72.89253,-1.343864E-012,8.834832E-005,3,2024-04-01,E03
156,34,20:38:32,39.72458,2367727,-7461114,1,7827793,-72.39357,-2.060954E-012,8.591632E-005,3,2024-04-01,E03
157,35,20:38:32,31.6723,2932178,-8949441,1,9417545,-71.85924,-2.107554E-012,8.697377E-005,3,2024-04-01,E03
158,36,20:38:32,24.93351,3677554,-1.082412E+007,1,1.14318E+007,-71.23453,-1.913664E-012,8.835015E-005,3,2024-04-01,E03
159,37,20:38:32,19.86229,4547566,-1.294191E+007,1,1.371763E+007,-70.6394,-7.608303E-012,0.0001505,3,2024-04-01,E03
160,38,20:38:32,15.83615,5648582,-1.542635E+007,1,1.642799E+007,-69.88906,-7.207505E-012,0.00015,3,2024-04-01,E03
161,39,20:38:32,12.40079,7123027,-1.856538E+007,1,1.988494E+007,-69.00957,-6.273012E-012,0.0001485,3,2024-04-01,E03
162,40,20:38:32,9.93114,8759196,-2.183166E+007,1,2.352329E+007,-68.1386,-4.069408E-012,0.0001446,3,2024-04-01,E03
163,41,20:38:32,7.944915,1.071696E+007,-2.562119E+007,1,2.777226E+007,-67.30116,-3.639362E-012,0.0001449,3,2024-04-01,E03
164,42,20:38:32,6.317385,1.306424E+007,-3.006386E+007,1,3.277972E+007,-66.51265,-2.637147E-012,0.0001394,3,2024-04-01,E03
165,43,20:38:32,5.008013,1.575936E+007,-3.52683E+007,1,3.862914E+007,-65.9229,-2.324465E-012,0.0001485,3,2024-04-01,E03
166,44,20:38:32,3.945707,1.906113E+007,-4.15445E+007,1,4.570856E+007,-65.35377,-4.523882E-012,3.400668E-005,2,2024-04-01,E03
167,45,20:38:32,3.158693,2.212963E+007,-4.848971E+007,1,5.330077E+007,-65.46909,-4.307576E-012,3.275406E-005,2,2024-04-01,E03
168,46,20:38:32,2.504006,2.563991E+007,-5.723543E+007,1,6.271602E+007,-65.86892,-4.203741E-012,3.54931E-005,2,2024-04-01,E03
169,47,20:38:32,1.998082,2.929707E+007,-6.757187E+007,1,7.364969E+007,-66.55994,-4.035213E-012,3.706921E-005,2,2024-04-01,E03
170,48,20:38:32,1.584686,3.348799E+007,-8.06336E+007,1,8.731107E+007,-67.44637,-3.864582E-012,3.867829E-005,2,2024-04-01,E03
171,49,20:38:32,1.266892,3.811612E+007,-9.615346E+007,1,1.034327E+008,-68.37617,-3.767596E-012,3.718623E-005,2,2024-04-01,E03
172,50,20:38:32,0.999041,4.385662E+007,-1.16483E+008,1,1.244656E+008,-69.36831,-3.686459E-012,3.502052E-005,2,2024-04-01,E03
173,51,20:38:32,0.7923428,5.060584E+007,-1.409638E+008,1,1.497723E+008,-70.25191,-3.566411E-012,3.714319E-005,2,2024-04-01,E03
174,52,20:38:32,0.6334459,5.847559E+007,-1.69958E+008,1,1.797363E+008,-71.01376,-3.468653E-012,3.80057E-005,2,2024-04-01,E03
175,53,20:38:32,0.5040323,6.846377E+007,-2.06222E+008,1,2.172897E+008,-71.63432,-3.371963E-012,3.45558E-005,2,2024-04-01,E03
176,54,20:38:32,0.400641,8.095274E+007,-2.507622E+008,1,2.635053E+008,-72.10854,-3.259355E-012,3.610385E-005,2,2024-04-01,E03
177,55,20:38:32,0.316723,9.72549E+007,-3.068062E+008,1,3.218518E+008,-72.41184,-3.150778E-012,3.796221E-005,2,2024-04-01,E03
178,56,20:38:32,0.2520161,1.170495E+008,-3.731763E+008,1,3.911024E+008,-72.58559,-3.06112E-012,3.525904E-005,2,2024-04-01,E03
179,57,20:38:32,0.2003205,1.429457E+008,-4.537482E+008,1,4.757319E+008,-72.51384,-3.069288E-012,0.0001069,1,2024-04-01,E03
180,58,20:38:32,0.1588983,1.750786E+008,-5.530696E+008,1,5.801194E+008,-72.4344,-2.981763E-012,0.0001094,1,2024-04-01,E03
181,59,20:38:32,0.1260081,2.155474E+008,-6.736466E+008,1,7.072909E+008,-72.25683,-2.918164E-012,0.0001117,1,2024-04-01,E03
182,60,20:38:32,0.1001603,2.6572E+008,-8.180891E+008,1,8.60161E+008,-72.00591,-2.869564E-012,0.0001077,1,2024-04-01,E03
183,0,20:33:02,100078.1,5776.958,-7304.158,1,9312.57,-51.65905,2.125616E-009,2.681955E-006,7,2024-04-01,E04
184,1,20:33:02,79453.13,5986.39,-8841.661,1,10677.63,-55.8994,2.847278E-009,-2.708666E-006,7,2024-04-01,E04
185,2,20:33:02,63140.62,6340.903,-10750.71,1,12481.38,-59.46738,-3.542713E-010,5.146285E-008,6,2024-04-01,E04
186,3,20:33:02,50203.12,6672.738,-13192.91,1,14784.39,-63.17053,-3.375495E-010,1.024033E-006,6,2024-04-01,E04
187,4,20:33:02,39890.62,7101.396,-16257.05,1,17740.39,-66.40335,-2.96605E-010,1.693603E-006,6,2024-04-01,E04
188,5,20:33:02,31640.63,7675.614,-20074.5,1,21491.87,-69.07533,-2.697301E-010,1.269313E-006,6,2024-04-01,E04
189,6,20:33:02,25171.88,8430.271,-24739.54,1,26136.45,-71.18289,-2.195657E-010,4.949077E-006,6,2024-04-01,E04
190,7,20:33:02,20015.62,9429.235,-30555.85,1,31977.65,-72.85029,-1.236604E-010,2.790475E-006,6,2024-04-01,E04
191,8,20:33:02,15890.62,10742.84,-37712.4,1,39212.68,-74.09974,-1.201158E-010,3.918576E-006,6,2024-04-01,E04
192,9,20:33:02,12609.38,12486.45,-46455.71,1,48104.52,-74.9555,-3.930756E-010,2.878753E-006,6,2024-04-01,E04
193,10,20:33:02,10078.13,14623.55,-56819.13,1,58670.79,-75.56702,-2.778889E-010,3.1733E-006,6,2024-04-01,E04
194,11,20:33:02,8015.625,17667.55,-69655.24,1,71860.95,-75.76749,-1.544828E-010,3.731082E-006,6,2024-04-01,E04
195,12,20:33:02,6328.125,22022.42,-85672.98,1,88458.16,-75.58411,-5.763251E-011,-3.556757E-006,5,2024-04-01,E04
196,13,20:33:02,5015.625,26858.18,-105004.9,1,108385.3,-75.65247,-4.493017E-011,-5.188784E-006,5,2024-04-01,E04
197,14,20:33:02,3984.375,32871.92,-128124.3,1,132273.9,-75.6104,-9.410389E-011,-3.492047E-006,5,2024-04-01,E04
198,15,20:33:02,3170.956,40533.41,-155864.6,1,161048.9,-75.42282,-9.608814E-011,-9.52401E-006,5,2024-04-01,E04
